title,author,lyric,lyric_en,href
A Casa É Sua,Casa Worship,"Você é bem-vindo aqui A casa é Sua, pode entrar Me esvazio de mim Me esvazio de mim Sopra o Teu vento aqui Toma o Teu trono, vem reinar Nós queremos Te ouvir Nós queremos Te ouvir Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Apareça Que o Teu nome cresça Enche este lugar Enche este lugar Apareça Que o Teu nome cresça Vem me incendiar Vem me incendiar Apareça Que o Teu nome cresça Enche este lugar Enche este lugar Apareça Que o Teu nome cresça Vem me incendiar Vem me incendiar Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Apareça Que o Teu nome cresça Enche este lugar Enche este lugar Apareça Que o Teu nome cresça Vem me incendiar Vem me incendiar Apareça Que o Teu nome cresça Enche este lugar Enche este lugar Apareça Que o Teu nome cresça Vem me incendiar Vem me incendiar Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Essa casa é Sua casa Nós deixamos ela pra Você, Jesus Apareça Que o Teu nome cresça Enche este lugar Enche este lugar Apareça Que o Teu nome cresça Vem me incendiar Vem me incendiar Essa casa é Sua casa Nós deixamos ela pra Você","You are welcome here The house is yours, you can come in Empty me of myself Empty me of myself Blow your wind here Take your throne, come reign We want to hear you We want to hear you This house is your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus Appear May Your name grow Fill this place Fill this place Show up May your name grow Come set me on fire Come set me on fire Show up May your name grow Fill this place Fill this place Show up May your name grow Come set me on fire Come set me on fire This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus Appear May Your name grow Fill this place Fill this place Appear May the Your name grow Come set me on fire Come set me on fire Show up May your name grow Fill this place Fill this place Show up May your name grow Come set me on fire Come set me on fire This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus This house is Your house We leave it to You, Jesus Appear May Your name grow Fill This place Fill this place Show up May Your name grow Come set me on fire Come set me on fire This house is Your house We leave it to You",https://www.letras.mus.br/casa-worship/a-casa-e-sua/
Deixa,Maria Marçal,"Tá ansioso por quê? Você não faz ideia do que estou fazendo Nem tente entender Mas essa prova está te amadurecendo Onde você vê deserto, Eu vejo processo Onde você sente dor, Eu vejo experiência Pra você contar quando lá chegar Quando lá chegar Você só enxerga perda, mas é livramento Porque antes do alívio tem o sofrimento Não permita que essa luta roube a sua paz Mas deixa Deixa, deixa Eu trabalhar do Meu jeito Deixa acontecer no Meu tempo O amanhã não te pertence Só confia em Mim, ooh Deixa, deixa teus projetos Comigo Deixa Eu cuidar dos teus sonhos Os Meus planos são melhores Onde você vê deserto, Eu vejo processo Onde você sente dor, Eu vejo experiência Pra você contar quando lá chegar Quando lá chegar Você só enxerga perda, mas é livramento Porque antes do alívio tem o sofrimento Não permita que essa luta roube a sua paz Mas deixa Deixa, deixa Eu trabalhar do Meu jeito Deixa acontecer no Meu tempo O amanhã não te pertence Só confia em Mim, ooh Deixa, deixa teus projetos Comigo Deixa Eu cuidar dos teus sonhos Os Meus planos são melhores O que o olho não viu, ouvido não ouviu E nem sequer subiu ao seu coração É o que Eu planejei É o que Eu preparei É o que Eu reservei pra você, ooh O que o olho não viu, ouvido não ouviu E nem sequer subiu ao seu coração É o que Eu planejei É o que Eu preparei É o que Eu reservei pra você Deixa, deixa Eu trabalhar do Meu jeito Deixa acontecer no Meu tempo O amanhã não te pertence Só confia em Mim, ooh Deixa, deixa teus projetos Comigo Deixa Eu cuidar dos teus sonhos Os Meus planos são melhores Deixa, deixa Eu trabalhar do Meu jeito Deixa acontecer no Meu tempo O amanhã não te pertence Só confia em Mim, ooh Deixa, deixa teus projetos Comigo Deixa Eu cuidar dos teus sonhos Os Meus planos são melhores Então deixa","What are you anxious about? You have no idea what I'm doing Don't even try to understand But this test is maturing you Where you see desert, I see process Where you feel pain, I see experience For you to tell when you get there When you get there You only see loss, but it's deliverance Because before relief there is suffering Don't allow this fight to steal your peace But let it, let me work my way Let it happen in my time Tomorrow doesn't belong to you Just trust in Me, ooh Leave it, leave your projects with Me Let me take care of your dreams My plans are better Where you see desert, I see process Where you feel pain, I see experience For you to tell when you get there When you get there You only see loss, but it is deliverance Because before relief there is suffering No allow this fight to steal your peace But let it, let me work my way Let it happen in my time Tomorrow does not belong to you Just trust in me, ooh Leave it, leave your projects with me Let me take care of your dreams My plans are best What the eye didn't see, the ear didn't hear And it didn't even reach your heart It's what I planned It's what I prepared It's what I reserved for you, ooh What the eye didn't see, the ear didn't hear And it didn't even It rose to your heart It's what I planned It's what I prepared It's what I reserved for you Let, let Me work My way Let it happen in My time Tomorrow doesn't belong to you Just trust in Me, ooh Let it, leave your projects With Me Let Me take care of your dreams My plans are better Let, let Me work My way Let it happen in My time Tomorrow doesn't belong to you Just trust in Me, ooh Leave it, leave your projects with Me Let Me take care of your dreams Mine plans are better so let it go",https://www.letras.mus.br/maria-marcal/deixa/
A Ele a Glória,Gabriela Rocha,"Porque Dele e por Ele Para Ele são todas as coisas Porque Dele e por Ele Para Ele são todas as coisas Porque Dele e por Ele Para Ele são todas as coisas Porque Dele e por Ele Para Ele são todas as coisas A Ele a glória A Ele a glória A Ele a glória Pra sempre, amém A Ele a glória A Ele a glória A Ele a glória Pra sempre, amém Quão profundas riquezas O saber e o conhecer de Deus Quão insondáveis Seus juízos e os Seus caminhos Quão profundas riquezas O saber e o conhecer de Deus Quão insondáveis Seus juízos e os Seus caminhos Digamos A Ele a glória A Ele a glória A Ele a glória Pra sempre, sempre e sempre Digamos A Ele a glória A Ele a glória A Ele a glória Pra sempre, pra sempre A Ele a glória A Ele a glória A Ele a glória Pra sempre E não há outro, e não há outro além de Ti E não há outro além de Ti Rei da glória Digam A Ele a glória A Ele a glória Pra sempre, amém A Ele a glória A Ele a glória A Ele a glória A Ele a glória A Ele a glória A Ele a glória Pra sempre Nunca se viu e nunca se ouviu Falar de um Deus como Tu És invencível A Ele a glória A Ele a glória A Ele a glória Pra sempre, sempre Pra sempre, amém","For from Him and through Him To Him are all things Because from Him and through Him To Him are all things Because from Him and through Him To Him are all things Because from Him and through Him To Him are all things To Him be the glory To Him the glory To Him the glory Forever, amen To Him the glory To Him the glory To Him the glory Forever, amen How deep riches The knowledge and knowing of God How unsearchable His judgments and His ways How deep riches The knowledge and to know God How unfathomable His judgments and His ways Let us say To Him the glory To Him the glory To Him the glory Forever, ever and ever Let us say To Him the glory To Him the glory To Him the glory Forever, forever Him the glory To Him the glory To Him the glory Forever And there is none other, and there is none other than Thee And there is none other than Thee King of glory Say To Him the glory To Him the glory Forever, amen To Him the glory To Him the glory To Him the glory To Him the glory To Him the glory To Him the glory Forever Never seen nor heard Talk about a God like You You are invincible To Him the glory To Him the glory To Him the glory glory Forever, forever Forever, amen",https://www.letras.mus.br/gabriela-rocha/a-ele-a-gloria/
O Exilado,Harpa Cristã,"Da linda pátria estou bem longe Cansado estou Eu tenho de Jesus saudade Oh, quando é que eu vou? Passarinhos, belas flores Querem me encantar São vãos terrestres esplendores Mas contemplo o meu lar Jesus me deu a Sua promessa Me vem buscar Meu coração está com pressa Eu quero já voar Meus pecados foram muitos Mui culpado sou Porém, Seu sangue põe-me limpo Eu para pátria vou Qual filho de seu lar saudoso Eu quero ir Qual passarinho para o ninho Pra os braços Seus fugir É fiel, Sua vinda é certa Quando? Eu não sei Mas Ele manda estar alerta Do exílio voltarei Sua vinda aguardo eu cantando Meu lar no céu Seus passos hei de ouvir soando Além do escuro véu Passarinhos, belas flores Querem me encantar São vãos terrestres esplendores Mas contemplo o meu lar","I'm far away from the beautiful homeland I'm tired I miss Jesus Oh, when will I go? Little birds, beautiful flowers They want to enchant me They are vain earthly splendors But I contemplate my home Jesus gave me His promise Come and get me My heart is in a hurry I want to fly now My sins were many I am very guilty However, His blood makes me clean I I'm going to my homeland Like a son of his longing home I want to go Like a bird to the nest Into your arms to run away He's faithful, His coming is certain When? I don't know But He tells me to be alert From exile I will return Your coming I await singing My home in the sky Your steps I will hear sounding Beyond the dark veil Little birds, beautiful flowers They want to enchant me They are vain earthly splendors But I contemplate my home",https://www.letras.mus.br/harpa-crista/450190/
Nada Pode Calar Um Adorador,Eyshila,"Adorador é tudo o que eu sou Adorador, assim Deus me formou E quem poderá calar a voz de um coração? Se eu subir aos céus, eu sei que lá estás Se eu mergulhar no mais profundo mar Nunca poderei me ausentar do Teu olhar Tu és o Deus que me sonda Tu és o Deus que me vê Não tenho todas as respostas Mas de uma coisa sei Por toda a minha vida Te adorarei Adorar é o que sei Adorar é o que sou Nada pode calar um adorador Não existem prisões Que contenham a voz de quem Te adora, Senhor Adorar é o que sei Adorar é o que sou Nada pode calar um adorador Não existem prisões Que contenham a voz de quem Te adora, Senhor Se eu vencer (Te adoro) Se eu perder (Te adoro) Se eu subir (Te adoro) Se eu descer Te adorar é o meu prazer Minha força vem do Senhor Nada pode calar um adorador Adorar é o que sei Adorar é o que sou Nada pode calar um adorador Não existem prisões Que contenham a voz de quem Te adora, Senhor Adorar é o que sei Adorar é o que sou Nada pode calar um adorador Não existem prisões Que contenham a voz de quem Te adora A voz de quem Te adora A voz de quem Te adora, Senhor","Adorer is all that I am Adorer, this is how God formed me And who can silence the voice of a heart? If I ascend to the heavens, I know you are there If I dive into the deepest sea I will never be able to leave Your gaze You are the God who probes me You are the God who sees me I don't have all the answers But I know one thing Because All my life I will worship You Worship is what I know Worship is what I am Nothing can silence a worshiper There are no prisons That contain the voice of those who adore You, Lord Worship is what I know Worship is what I am Nothing can silence a worshiper No there are prisons That contain the voice of those who adore You, Lord If I win (I adore You) If I lose (I adore You) If I go up (I adore You) If I go down Adoring You is my pleasure My strength comes from the Lord Nothing can silence a worshiper Worship is what I know Worship is what I am Nothing can silence a worshiper There are no prisons That contain the voice of those who adore You, Lord Worship is what I know Worship is what I am Nothing can silence a worshiper There are no prisons That contain the voice of those who adore You The voice of those who adore You The voice of those who adore You, Lord",https://www.letras.mus.br/eyshila/1589823/
Pode Morar Aqui,Theo Rubia,"Minhas lamparinas estão acesas Só estou esperando O barulho dos Teus passos Em direção à porta É só bater que eu vou abrir Pra Você entrar É só bater que eu vou abrir Pra Você entrar Eu já coloquei as minhas vestes brancas Estou só Te esperando Vem, vamos dançar Maranata, maranata Minhas lamparinas estão acesas Só estou esperando O barulho dos Teus passos Em direção à porta É só bater que eu vou abrir Pra Você entrar É só bater que eu vou abrir Pra Você entrar Eu já coloquei as minhas vestes brancas Estou só Te esperando Vem, vamos dançar Maranata, maranata Eu já coloquei as minhas vestes brancas Estou só Te esperando Vem, vamos dançar Maranata, maranata Tem fogo nos olhos Eu não imaginava Que era lindo assim Que era lindo assim Meu Noivo esperado Eu abro a minha casa Pode morar aqui Pode morar aqui Tem fogo nos olhos Eu não imaginava Que era lindo assim Que era lindo assim Meu Noivo esperado Eu abro a minha casa Pode morar aqui Pode morar aqui Eu já coloquei as minhas vestes brancas Estou só Te esperando Vem, vamos dançar Maranata, maranata Eu já coloquei as minhas vestes brancas Estou só Te esperando Vem, vamos dançar Maranata, maranata Tem fogo nos olhos Eu não imaginava Que era lindo assim Que era lindo assim Meu Noivo esperado Eu abro a minha casa Pode morar aqui Pode morar aqui Tem fogo nos olhos Eu não imaginava Que era lindo assim Que era lindo assim Meu Noivo esperado Eu abro a minha casa Pode morar aqui Pode morar aqui","My lamps are lit I'm just waiting The sound of your footsteps Towards the door Just knock and I'll open it For you to come in Just knock and I'll open it For you to come in I've already put on my white robes I'm just waiting for you Come, let's go dance Maranatha, maranata My lamps are lit I'm just waiting The sound of Your steps Towards the door Just knock and I'll open it For you to come in Just knock and I'll open it For you to come in I've already put on my white robes I'm alone with You waiting Come, let's dance Maranata, maranata I've already put on my white robes I'm just waiting for you Come, let's dance Maranata, maranata There's fire in my eyes I didn't imagine It was this beautiful It was this beautiful My fiancé is waiting I open my house You can live here You can live here There's fire in your eyes I didn't imagine It was this beautiful It was this beautiful My expected fiancé I open my house You can live here You can live here I've already put on my white robes I'm just waiting for you Come, let's dance Maranatha , maranata I've already put on my white robes I'm just waiting for you Come, let's dance Maranata, maranata There's fire in my eyes I didn't imagine It was this beautiful It was this beautiful My fiancé expected I open my house You can live here You can live here There is fire in my eyes I didn't imagine It was this beautiful It was this beautiful My expected fiancé I opened my house You can live here You can live here",https://www.letras.mus.br/theo-rubia/pode-morar-aqui/
Águas Purificadoras,Diante do Trono,"Existe um rio, Senhor Que flui do Teu grande amor Águas que correm do trono Águas que curam, que limpam Por onde o rio passar Tudo vai transformar Pois leva a vida do próprio Deus E este rio está neste lugar Quero beber do Teu rio, Senhor Sacia a minha sede Lava o meu interior Eu quero fluir em Tuas águas Eu quero beber da Tua fonte Fonte de águas vivas Tu és a fonte, Senhor (Só Tu) Existe um rio, Senhor Que flui do Teu grande amor Águas que correm do trono Águas que curam, que limpam (Por onde Ele passar) Por onde o rio passar Tudo vai transformar Pois leva a vida do próprio Deus E este rio está neste lugar Quero beber do Teu rio, Senhor Sacia a minha sede Lava o meu interior Eu quero fluir em Tuas águas Eu quero beber da Tua fonte Fonte de águas vivas Tu és a fonte, Senhor Tu és rio, Senhor Quero beber do Teu rio, Senhor Sacia a minha sede Lava o meu interior Eu quero fluir em Tuas águas Eu quero beber da Tua fonte Fonte de águas vivas Tu és a fonte, Senhor Quero beber do Teu rio, Senhor Sacia a minha sede Lava o meu interior Eu quero fluir em Tuas águas Eu quero beber da Tua fonte Fonte de águas vivas Tu és a fonte, Senhor Tu és o rio, Senhor Quero beber do Teu rio, Senhor Sacia a minha sede Lava o meu interior Eu quero fluir em Tuas águas Eu quero beber da Tua fonte Fonte de águas vivas Tu és a fonte, Senhor Tu és o rio, Senhor Tu és a fonte, Senhor Tu és o rio, Senhor Tu és a fonte, Senhor Tu és a fonte, Senhor Tu és o rio, Senhor Tu és a fonte, Senhor Tu és o rio, Senhor Tu és a fonte, Senhor","There is a river, Lord That flows from Your great love Waters that flow from the throne Waters that heal, that cleanse Wherever the river passes Everything will transform Because it carries the life of God himself And this river is in this place I want to drink from Your river, Lord Quench my thirst Wash my insides I want to flow in Your waters I want to drink from Your fountain Fountain of living waters You are the fountain, Lord (Only You) There is a river, Lord That flows from Your great love Waters that flow from the throne Waters that heal, that cleanse (Wherever it passes) Wherever the river passes Everything will transform Because it carries the life of God himself And this river is in this place I want to drink from Your river, Lord Quench my thirst Wash my insides I want flow in Your waters I want to drink from Your fountain Fountain of living waters You are the fountain, Lord You are a river, Lord I want to drink from Your river, Lord Quench my thirst Wash my insides I want to flow in Your waters I want to drink from Your fountain Fountain of living waters You are the fountain, Lord I want to drink from Your river, Lord Quench my thirst Wash my insides I want to flow in Your waters I want to drink from Your fountain Fountain of living waters You are the fountain, Lord You You are the river, Lord I want to drink from Your river, Lord Quench my thirst Wash my insides I want to flow in Your waters I want to drink from Your fountain Fountain of living waters You are the fountain, Lord You are the river, Lord You are the source, Lord You are the river, Lord You are the source, Lord You are the source, Lord You are the river, Lord You are the source, Lord You are the river, Lord You are the source, Lord",https://www.letras.mus.br/diante-do-trono/80790/
"Oh, Quão Lindo Esse Nome É",Ana Nóbrega,"No início eras a palavra Um com Deus, o Altíssimo O mistério de Tua glória Cristo, em Ti se revelou Oh! Quão lindo esse nome é Oh! Quão lindo esse nome é O nome de Jesus, meu Rei Oh! Quão lindo esse nome é Maior que tudo Ele é Oh! Quão lindo esse nome é O nome de Jesus Deixou o céu para buscar-nos Veio pra nos resgatar Amor maior que o meu pecado Nada vai nos separar Oh! Quão maravilhoso é Oh! Quão maravilhoso é O nome de Jesus, meu Rei Oh! Quão maravilhoso é Maior que tudo Ele é Oh! Quão maravilhoso é O nome de Jesus Oh! Quão maravilhoso é O nome de Jesus Jesus, Jesus, Jesus Como eu amo esse nome Outro nome não há Eu adoro esse nome A morte venceste O véu Tu rompeste A tumba vazia agora está O céu Te adora Proclama Tua glória Pois ressuscitaste e vivo estás És invencível Inigualável Hoje e pra sempre reinarás Teu é o reino Tua é a glória Acima de todo nome estás Poderoso esse nome é Poderoso esse nome é O nome de Jesus, meu Rei Poderoso esse nome é Mais forte que tudo é Poderoso esse nome é O nome de Jesus És invencível Inigualável Hoje e pra sempre reinarás Teu é o reino Tua é a glória E acima de todo nome está Poderoso esse nome é Poderoso esse nome é O nome de Jesus, meu Rei Poderoso esse nome é Mais forte que tudo é Poderoso esse nome é O nome de Jesus Poderoso esse nome é O nome de Jesus Poderoso esse nome é O nome de Jesus","In the beginning you were the word One with God, the Most High The mystery of Your glory Christ, in You was revealed Oh! How beautiful this name is Oh! How beautiful this name is The name of Jesus, my King Oh! How beautiful this name is Greater than everything He is Oh! How beautiful this name is The name of Jesus Left heaven to look for us Came to rescue us Love greater than my sin Nothing will separate us Oh! How wonderful is Oh! How wonderful is The name of Jesus, my King Oh! How wonderful is Greater than all He is Oh! How wonderful is The name of Jesus Oh! How wonderful is The name of Jesus Jesus, Jesus, Jesus How I love this name There is no other name I adore this name Death has conquered The veil You have broken The empty tomb is now Heaven adores You Proclaim Your glory For you are risen and alive You are invincible Unparalleled Today and forever you will reign Yours is the kingdom Yours is the glory Above every name you are Powerful this name is Powerful this name is The name of Jesus, my King Powerful this name is Stronger than everything is Powerful this name is The name of Jesus You are invincible Unparalleled Today and forever you will reign Yours is the kingdom Yours is the glory And above every name is Powerful this name is Powerful this name is The name of Jesus, my Powerful King this name is Stronger than everything is Powerful this name is The name of Jesus Mighty this name is The name of Jesus Mighty this name is The name of Jesus",https://www.letras.mus.br/ana-nobrega/oh-quao-lindo-esse-nome-e-what-a-beautiful-name/
500 Graus,Cassiane,"Uma chuva diferente agora está se formando no céu Temporal de bênção e poder Um calor tão glorioso invade toda igreja 500º de puro fogo santo e poder Pra fazer enfermidade desaparecer Pra fazer o inimigo fugir de você Uma nuvem de vitória está sobre a igreja A previsão de Deus diz que vai chover Vai chover línguas estranhas por todos os lados E desse temporal quero sair molhado Molhado e revestido por esse poder Agora o impossível vai acontecer É a promessa de Deus O fogo vai descer, por esse poder! É a promessa de Deus O fogo vai descer, por esse poder! Já começa acontecer Debaixo dessa chuva posso contemplar Aleluia daqui, glória e aleluia de lá Inundando os irmãos Com a bênção nas mãos Vejo milhares de anjos Vindo num imenso trovão Desse lado tem poder Desse lado tem vitória Aqui na frente tem irmãos Sendo batizados, dando glória Ali no meio o fogo cai Toda enfermidade não resiste e sai Pelo Santo nome de Jesus Uma chuva diferente agora está inundando esta igreja Temporal de bênção e poder Um calor tão glorioso está queimando o pecado Destruindo tudo que aflige você 500º de puro fogo santo e poder E já fez enfermidade desaparecer E já fez o inimigo fugir de você Uma nuvem de vitória continua na igreja A previsão nos diz que ainda vai chover Vai chover línguas estranhas por todos os lados E desse temporal quero sair molhado Molhado e revestido por esse poder Agora o impossível vai acontecer É a promessa de Deus O fogo vai descer, por esse poder! É a promessa de Deus O fogo vai descer, por esse poder! Já começa acontecer Debaixo dessa chuva posso contemplar Aleluia daqui, glória e aleluia de lá Inundando os irmãos Com a bênção nas mãos Vejo milhares de anjos Vindo num imenso trovão Desse lado tem poder Desse lado tem vitória Aqui na frente tem irmãos Sendo batizados, dando glória Ali no meio o fogo cai Toda enfermidade não resiste e sai Pelo Santo nome de Jesus Ali no meio o fogo cai Toda enfermidade não resiste e sai Pelo Santo nome de Jesus 500º de puro fogo santo e poder","A different rain is now forming in the sky Storm of blessing and power Such glorious heat invades every church 500 degrees of pure holy fire and power To make illness disappear To make the enemy flee from you A cloud of victory is over the church The forecast of God says it's going to rain It's going to rain strange tongues everywhere And from this storm I want to come out wet Wet and covered by this power Now the impossible is going to happen It's God's promise The fire will come down, by this power! It is God's promise The fire will come down, by this power! It's already starting to happen Under this rain I can contemplate Hallelujah from here, glory and hallelujah from there Flooding the brothers With the blessing in their hands I see thousands of angels Coming in immense thunder On this side there is power On this side there is victory Here in front there are brothers Being baptized, giving glory There in the middle the fire falls All sickness cannot resist and leaves By the Holy name of Jesus A different rain is now flooding this church Temporal of blessing and power Such a glorious heat is burning away sin Destroying everything that ails you 500 degrees of pure holy fire and power And it has already made illness disappear And it has already made the enemy flee from you A cloud of victory continues in the church The forecast tells us that it will still rain It will rain strange tongues everywhere And from this storm I want to come out wet Wet and coated with this power Now the impossible will happen It's God's promise The fire will come down, by this power! It is God's promise The fire will come down, by this power! It's already starting to happen Under this rain I can contemplate Hallelujah from here, glory and hallelujah from there Flooding the brothers With the blessing in their hands I see thousands of angels Coming in immense thunder On this side there is power On this side there is victory Here in front there are brothers Being baptized, giving glory There in the middle the fire falls Every illness does not resist and leaves By the Holy name of Jesus There in the middle the fire falls Every illness does not resist and leaves By the Holy name of Jesus 500º of pure holy fire and power",https://www.letras.mus.br/cassiane/1246736/
A Tua Palavra,Larissa Pires,"Quantas vezes perguntei pra Deus Por que ainda não aconteceu Tudo o que Ele me prometeu? Cansado e desanimado O tempo de espera tem me preocupado Eu olho ao redor e penso que é em vão E quase que essa dor rouba minha adoração Mas a Tua palavra diz Que Seus pensamentos são maiores Maiores e maiores Bem maiores que os meus A Tua palavra diz Que os Seus caminhos são maiores Maiores e maiores Bem maiores que os meus Pois Tu olhas o vento e diz: Filho, isso é treinamento Tu vês o bravo mar e diz: Filho, isso é chão pra você caminhar Tu percebes a guerra e diz que eu nem preciso lutar Pois Tu mesmo lutarás por mim Tu mesmo lutarás por mim Mas a Tua palavra diz Que Seus pensamentos são maiores Maiores e maiores Bem maiores que os meus A Tua palavra diz Que os Seus caminhos são maiores Maiores e maiores Bem maiores que os meus Me lembro quando Eliseu não se desesperou Quando a guerra chegou Ele não viu pelos olhos normais Ele viu pelos espirituais Um exército enxergou Ele viu além daquela dor Faz me ver além dessa situação Sei que nunca me abandonou Sei que nunca me abandonou Sei que nunca me abandonou Sei que nunca me abandonou Faz me ver além dessa dor Sei que nunca me abandonou Sei que nunca me abandonou Sei que nunca me abandonou Faz me ver além dessa— Acaso pode uma mãe se esquecer do filho que ama De forma que não se compadeça com o filho do seu ventre? Mas ainda que essa mãe venha se esquecer dele Eu, todavia, não me esqueço de ti Eu me lembro do que eu te disse Eu me lembro da promessa que eu te fiz O senhor está dizendo eu vou cumprir! A Tua palavra diz Que Seus pensamentos são maiores Maiores e maiores Bem maiores que os meus A Tua palavra diz Que os Seus caminhos são maiores Maiores e maiores Bem maiores que— Sei que nunca me abandonou (Sei que nunca me abandonou) Faz me ver além dessa dor Sei que nunca me abandonou Sei que nunca me abandonou Sei que nunca me abandonou Faz me ver além dessa dor Mas a Tua palavra diz (Que Seus pensamentos são maiores) Maiores e maiores Bem maiores que os meus A Tua palavra diz (Que os Seus caminhos são maiores) Maiores e maiores (Bem maiores que os meus) Sei que nunca me abandonou (Sei que nunca me abandonou) Sei que nunca me abandonou Faz me ver além dessa dor Sei que nunca me abandonou (Sei que nunca me abandonou) (Sei que nunca me abandonou) Faz me ver além dessa dor","How many times have I asked God Why hasn't everything He promised me happened yet? Tired and discouraged The waiting time has worried me I look around and think it's in vain And this pain almost steals my adoration But Your word says That Your thoughts are bigger Bigger and bigger Much bigger than mine Your word says That Your ways are greater Bigger and greater Much greater than mine For You look at the wind and say: Son, this is training You see the brave sea and say: Son, this is ground for you to walk on You perceive the war and say that I don't even need to fight For You Yourself will fight for me You Yourself will fight for me But Your word says Your thoughts are bigger Bigger and greater Much greater than mine Your word says Your ways are greater Greater and greater Much greater than mine mine I remember when Elisha didn't despair When the war came He didn't see through normal eyes He saw through spiritual eyes An army saw He saw beyond that pain It makes me see beyond this situation I know you never abandoned me I know you never abandoned me I know you never abandoned me abandoned me I know you never abandoned me Make me see beyond this pain I know you never abandoned me I know you never abandoned me I know you never abandoned me Make me see beyond this— Can a mother forget the son she loves So that she doesn't feel sorry for him? the child of your womb? But even if this mother forgets him I, however, don't forget you I remember what I told you I remember the promise I made to you You are saying I will keep it! Your word says Your thoughts are bigger Bigger and greater Much greater than mine Your word says Your ways are greater Greater and greater Much greater than— I know you never abandoned me (I know you never abandoned me) Makes me see beyond of this pain I know you never abandoned me I know you never abandoned me I know you never abandoned me Make me see beyond this pain But Your word says (That Your thoughts are bigger) Bigger and bigger Much bigger than mine Your word says (That your thoughts are bigger) Your paths are bigger) Bigger and bigger (Much bigger than mine) I know you never abandoned me (I know you never abandoned me) I know you never abandoned me It makes me see beyond this pain I know you never abandoned me (I know you never abandoned me) (I know you never abandoned me) Make me see beyond this pain",https://www.letras.mus.br/larissa-pires/a-tua-palavra/
Te Agradeço,Diante do Trono,"Por tudo o que tens feito Por tudo o que vais fazer Por Tuas promessas e tudo o que És Eu quero Te agradecer Com todo o meu ser Te agradeço, meu Senhor (Te agradeço, meu Senhor) Te agradeço, meu Senhor (Te agradeço, meu Senhor) Te agradeço por me libertar e salvar Por ter morrido em meu lugar, Te agradeço Jesus, Te agradeço Eu Te agradeço Te agradeço Por tudo o que tens feito Por tudo o que vais fazer Por Tuas promessas e tudo o que És Eu quero Te agradecer Com todo o meu ser Te agradeço, meu Senhor (Te agradeço, meu Senhor) Te agradeço, meu Senhor (Te agradeço, meu Senhor) Te agradeço por me libertar e salvar Por ter morrido em meu lugar, Te agradeço Jesus, Te agradeço Eu Te agradeço Te agradeço Te agradeço, meu Senhor (Te agradeço, meu Senhor) Te agradeço, meu Senhor (Te agradeço, meu Senhor) Te agradeço por me libertar e salvar Por ter morrido em meu lugar, Te agradeço Jesus, Te agradeço Eu Te agradeço Te agradeço Te agradeço por me libertar e salvar Por ter morrido em meu lugar, Te agradeço Jesus, Te agradeço Eu Te agradeço Te agradeço Te agradeço Te agradeço","For everything you have done For everything you will do For Your promises and everything You are I want to thank You With all my being I thank You, my Lord (I thank You, my Lord) I thank You, my Lord (I thank You, my Lord) I thank you for freeing and saving me For having died in my place, I thank you Jesus, I thank you I thank you I thank you For everything you have done For everything you will do For Your promises and everything You are I want Thank you With all my being I thank you, my Lord (I thank you, my Lord) I thank you, my Lord (I thank you, my Lord) I thank you for freeing me and saving me For having died in my place, I thank you Jesus, You I thank you I thank you I thank you I thank you, my Lord (I thank you, my Lord) I thank you, my Lord (I thank you, my Lord) I thank you for freeing me and saving me For having died in my place, I thank you Jesus, I thank you I thank You I thank You I thank You for freeing me and saving me For having died in my place, I thank You Jesus, I thank You I thank You I thank You I thank You I thank You",https://www.letras.mus.br/diante-do-trono/432327/
