title,author,lyric,lyric_en,href
Baby Can I Hold You?,Tracy Chapman,"Sorry Is all that you can't say? Years gone by and still Words don't come easily Like sorry Like sorry Forgive me Is all that you can't say? Years gone by and still Words don't come easily Like forgive me Forgive me But you can say: Baby Baby, can I hold you tonight? Maybe if I told you the right words At the right time You'd be mine I love you Is all that you can't say? Years gone by and still Words don't come easily Like I love you I love you But you can say: Baby Baby, can I hold you tonight? Maybe if I told you the right words At the right time You'd be mine Baby, can I hold you tonight? Maybe if I told you the right words At the right time You'd be mine You'd be mine You'd be mine","Sorry Is all that you can't say? Years gone by and still Words don't come easily Like sorry Like sorry Forgive me Is all that you can't say? Years gone by and still Words don't come easily Like forgive me Forgive me But you can say: Baby Baby, can I hold you tonight? Maybe if I told you the right words At the right time You'd be mine I love you Is all that you can't say? Years gone by and still Words don't come easily Like I love you I love you But you can say: Baby Baby, can I hold you tonight? Maybe if I told you the right words At the right time You'd be mine Baby, can I hold you tonight? Maybe if I told you the right words At the right time You'd be mine You'd be mine You'd be mine",https://www.letras.mus.br/tracy-chapman/772490/
The House Of The Rising Sun,The Animals,"There is a house in New Orleans They call the Rising Sun And it's been the ruin of many a poor boy And God, I know I'm one My mother was a tailor She sewed my new blue jeans My father was a gamblin' man Down in New Orleans Now the only thing a gambler needs Is a suitcase and a trunk And the only time he'll be satisfied Is when he's all drunk Oh, mother, tell your children Not to do what I have done Spend your lives in sin and misery In the House of the Rising Sun Well, I got one foot on the platform The other foot on the train I'm goin' back to New Orleans To wear that ball and chain Well, there is a house in New Orleans They call the Rising Sun And it's been the ruin of many a poor boy And God, I know I'm one","There is a house in New Orleans They call the Rising Sun And it's been the ruin of many a poor boy And God, I know I'm one My mother was a tailor She sewed my new blue jeans My father was a gamblin' man Down in New Orleans Now the only thing a gambler needs Is a suitcase and a trunk And the only time he'll be satisfied Is when he's all drunk Oh, mother, tell your children Not to do what I have done Spend your lives in sin and misery In the House of the Rising Sun Well, I got one foot on the platform The other foot on the train I'm goin' back to New Orleans To wear that ball and chain Well, there is a house in New Orleans They call the Rising Sun And it's been the ruin of many a poor boy And God, I know I'm one",https://www.letras.mus.br/the-animals/302271/
Eyes Without a Face,Billy Idol,"I'm all out of hope One more bad dream Could bring a fall When I'm far from home Don't call me on the phone To tell me you're alone It's easy to deceive It's easy to tease But hard to get release (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face Got no human grace You're eyes without a face I spend so much time Believing all the lies To keep the dream alive Now it makes me sad It makes me mad at truth For loving what was you (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face Got no human grace You're eyes without a face When you hear the music, you make a dip Into someone else's pocket, then make a slip Steal a car and go to Las Vegas Oh, the gigolo pool Hanging out by the state line Turning holy water into wine Drinking it down, oh I'm on a bus on a psychedelic trip Reading murder books, trying to stay hip I'm thinking of you and you're out there, so Say your prayers Say your prayers Say your prayers Now I close my eyes And I wonder why I don't despise Now all I can do Is love what was once So alive and new But it's gone from your eyes I'd better realize (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face Got no human grace You're eyes without a face Such a human waste You're eyes without a face And now it's getting worse","I'm all out of hope One more bad dream Could bring a fall When I'm far from home Don't call me on the phone To tell me you're alone It's easy to deceive It's easy to tease But hard to get released (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face Got no human grace You're eyes without a face I spend so much time Believing all the lies To keep the dream alive Now it makes me sad It makes me mad at truth For loving what was you (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face Got no human grace You're eyes without a face When you hear the music, you make a dip Into someone else's pocket, then make a slip Steal a car and go to Las Vegas Oh, the gigolo pool Hanging out by the state line Turning holy water into wine Drinking it down, oh I'm on a bus on a psychedelic trip Reading murder books, trying to stay hip I'm thinking of you and you're out there, so Say your prayers Say your prayers Say your prayers Now I close my eyes And I wonder why I don't despise Now all I can do Is love what was once So alive and new But it's gone from your eyes I'd better realize (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face (Les yeux sans visage) eyes without a face Got no human grace You're eyes without a face Such a human waste You're eyes without a face And now it's getting worse",https://www.letras.mus.br/billy-idol/18771/
My Sacrifice,Creed,"Hello, my friend, we meet again It's been awhile, where should we begin? Feels like forever Within my heart are memories Of perfect love that you gave to me Oh, I remember When you are with me I'm free, I'm careless, I believe Above all the others, we'll fly This brings tears to my eyes My sacrifice We've seen our share of ups and downs Oh, how quickly life can turn around In an instant It feels so good to reunite Within yourself and within your mind Let's find peace there 'Cause when you are with me I'm free, I'm careless, I believe Above all the others, we'll fly This brings tears to my eyes My sacrifice I just want to say hello again I just want to say hello again When you are with me I'm free, I'm careless, I believe Above all the others, we'll fly This brings tears to my eyes 'Cause when you are with me I'm free, I'm careless, I believe Above all the others, we'll fly This brings tears to my eyes My sacrifice My sacrifice (I just want to say hello again) I just want to say hello again My sacrifice","Hello, my friend, we meet again It's been awhile, where should we begin? Feels like forever Within my heart are memories Of perfect love that you gave to me Oh, I remember When you are with me I'm free, I'm careless, I believe Above all the others, we'll fly This brings tears to my eyes My sacrifice We've seen our share of ups and downs Oh, how quickly life can turn around In an instant It feels so good to reunite Within yourself and within your mind Let's find peace there 'Cause when you are with me I' m free, I'm careless, I believe Above all the others, we'll fly This brings tears to my eyes My sacrifice I just want to say hello again I just want to say hello again When you are with me I'm free , I'm careless, I believe Above all the others, we'll fly This brings tears to my eyes 'Cause when you are with me I'm free, I'm careless, I believe Above all the others, we'll fly This brings tears to my eyes My sacrifice My sacrifice (I just want to say hello again) I just want to say hello again My sacrifice",https://www.letras.mus.br/creed/9093/
Don't Stop Me Now,Queen,"Tonight, I'm gonna have myself a real good time I feel alive And the world, I'll turn it inside out, yeah! I'm floating around in ecstasy So don't stop me now Don't stop me 'Cause I'm having a good time, having a good time I'm a shooting star leaping through the sky Like a tiger defying the laws of gravity I'm a racing car passing by, like Lady Godiva I'm gonna go, go, go There's no stopping me I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm travelling at the speed of light I wanna make a supersonic man out of you Don't stop me now I'm having such a good time I'm having a ball Don't stop me now If you wanna have a good time, just give me a call Don't stop me now ('cause I'm havin' a good time) Don't stop me now (yes, I'm havin' a good time) I don't wanna stop at all I'm a rocket ship on my way to Mars On a collision course I am a satellite, I'm out of control I am a sex machine ready to reload Like an atom bomb about to Oh, oh, oh, oh, oh, explode I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm travelling at the speed of light I wanna make a supersonic woman of you Don't stop me, don't stop me, don't stop me Hey, hey, hey Don't stop me, don't stop me, ooh, ooh, ooh I like it Don't stop me, don't stop me Have a good time, good time Don't stop me, don't stop me Ooh, I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm travelling at the speed of light I wanna make a supersonic man out of you Don't stop me now I'm having such a good time I'm having a ball Don't stop me now If you wanna have a good time, just give me a call Don't stop me now ('cause I'm havin' a good time) Don't stop me now (yes, I'm havin' a good time) I don't wanna stop at all","Tonight, I'm gonna have myself a real good time I feel alive And the world, I'll turn it inside out, yeah! I'm floating around in ecstasy So don't stop me now Don't stop me 'Cause I'm having a good time, having a good time I'm a shooting star leaping through the sky Like a tiger defying the laws of gravity I'm a racing car passing by, like Lady Godiva I'm gonna go, go, go There's no stopping me I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm traveling at the speed of light I wanna make a supersonic man out of you Don't stop me now I'm having such a good time I'm having a ball Don' t stop me now If you wanna have a good time, just give me a call Don't stop me now ('cause I'm havin' a good time) Don't stop me now (yes, I'm havin' a good time) I don't wanna stop at all I'm a rocket ship on my way to Mars On a collision course I am a satellite, I'm out of control I am a sex machine ready to reload Like an atom bomb about to Oh, oh, oh, oh, oh, explode I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm traveling at the speed of light I wanna make a supersonic woman of you Don't stop me, don't stop me, don't stop me Hey, hey, hey Don 't stop me, don't stop me, ooh, ooh, ooh I like it Don't stop me, don't stop me Have a good time, good time Don't stop me, don't stop me Ooh, I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm traveling at the speed of light I wanna make a supersonic man out of you Don't stop me now I'm having such a good time I'm having a ball Don' t stop me now If you wanna have a good time, just give me a call Don't stop me now ('cause I'm havin' a good time) Don't stop me now (yes, I'm havin' a good time) I don't wanna stop at all",https://www.letras.mus.br/queen/79287/
Pais e Filhos,Legião Urbana,"Estátuas, e cofres, e paredes pintadas Ninguém sabe o que aconteceu Hum, ela se jogou da janela do quinto andar Nada é fácil de entender Dorme agora Hum, hum É só o vento lá fora Quero colo Vou fugir de casa Posso dormir aqui com vocês? Estou com medo Tive um pesadelo Só vou voltar depois das três Meu filho vai ter nome de santo Quero o nome mais bonito É preciso amar As pessoas como se não houvesse amanhã Porque se você parar pra pensar Na verdade, não há Me diz por que que o céu é azul Explica a grande fúria do mundo São meus filhos que tomam conta de mim Eu moro com a minha mãe, mas meu pai vem me visitar Eu moro na rua, não tenho ninguém Eu moro em qualquer lugar Já morei em tanta casa que nem me lembro mais Eu moro com meus pais É preciso amar As pessoas como se não houvesse amanhã Porque se você parar pra pensar Na verdade, não há Sou uma gota d'água Sou um grão de areia Você me diz que seus pais não o entendem Mas você não entende seus pais Você culpa seus pais por tudo Isso é um absurdo São crianças como você O que você vai ser Quando você crescer?","Statues, and safes, and painted walls No one knows what happened Hmm, she threw herself from the fifth floor window Nothing is easy to understand Sleep now Hmm, hmm It's just the wind outside I want a hug I'm going to run away from home I can sleep here with you ? I'm scared I had a nightmare I won't be back until three My son will have the name of a saint I want the most beautiful name You have to love People as if there were no tomorrow Because if you stop to think In fact, there isn't Tell me why the sky is blue Explains the great fury of the world It's my children who take care of me I live with my mother, but my father comes to visit me I live on the street, I have no one I live anywhere I've lived in so many houses that I don't even remember anymore I live with my parents You have to love People like there's no tomorrow Because if you stop to think In fact, there isn't I'm a drop of water I'm a grain of sand You tell me your parents don't understand you But you don't understand your parents You blame your parents for everything That's nonsense They're kids like you What will you be When you grow up?",https://www.letras.mus.br/legiao-urbana/22488/
Starman,David Bowie,"Hey, now, now Goodbye, love Didn't know what time it was, the lights were low I leaned back on my radio Some cat was layin' down some rock 'n' roll Lotta soul, he said Then the loud sound did seem to fade Came back like a slow voice on a wave of phase That weren't no DJ, that was hazy cosmic jive There's a Starman waiting in the sky He'd like to come and meet us But he thinks he'd blow our minds There's a Starman waiting in the sky He's told us not to blow it 'Cause he knows it's all worthwhile, he told me Let the children lose it Let the children use it Let all the children boogie I had to phone someone, so I picked on you Hey, that's far out, so you heard him too? Switch on the TV, we may pick him up on channel two Look out your window, I can see his light If we can sparkle, he may land tonight Don't tell your poppa or he'll get us locked up in fright There's a Starman waiting in the sky He'd like to come and meet us But he thinks he'd blow our minds There's a Starman waiting in the sky He's told us not to blow it 'Cause he knows it's all worthwhile, he told me Let the children lose it Let the children use it Let all the children boogie Starman waiting in the sky He'd like to come and meet us But he thinks he'd blow our minds There's a Starman waiting in the sky He's told us not to blow it 'Cause he knows it's all worthwhile, he told me Let the children lose it Let the children use it Let all the children boogie La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la","Hey, now, now Goodbye, love Didn't know what time it was, the lights were low I leaned back on my radio Some cat was layin' down some rock 'n' roll Lotta soul, he said Then the loud sound did seem to fade Came back like a slow voice on a wave of phase That weren't no DJ, that was hazy cosmic jive There's a Starman waiting in the sky He'd like to come and meet us But he thinks he'd blow our minds There's a Starman waiting in the sky He's told us not to blow it 'Cause he knows it's all worthwhile, he told me Let the children lose it Let the children use it Let all the children boogie I had to phone someone, so I picked on you Hey, that's far out, so you heard him too? Switch on the TV, we may pick him up on channel two Look out your window, I can see his light If we can sparkle, he may land tonight Don't tell your poppa or he'll get us locked up in fright There's a Starman waiting in the sky He'd like to come and meet us But he thinks he'd blow our minds There's a Starman waiting in the sky He's told us not to blow it 'Cause he knows it's all worthwhile, he told me Let the children lose it Let the children use it Let all the children boogie Starman waiting in the sky He'd like to come and meet us But he thinks he'd blow our minds There's a Starman waiting in the sky He's told us not to blow it 'Cause he knows it's all worthwhile, he told me Let the children lose it Let the children use it Let all the children boogie La, la, la, la, la, la, la, la La, la, la, la, la , la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la La, la, la, la, la , la, la, la",https://www.letras.mus.br/david-bowie/5355/
I Want To Break Free,Queen,"I want to break free I want to break free I want to break free from your lies You're so self satisfied, I don't need you I've got to break free God knows, God knows I want to break free I've fallen in love I've fallen in love for the first time And this time I know it's for real I've fallen in love, yeah God knows, God knows I've fallen in love It's strange, but it's true, yeah I can't get over the way you love me like you do But I have to be sure When I walk out that door Oh, how I want to be free, baby Oh, how I want to be free Oh, how I want to break free But life still goes on I can't get used to living without, living without Living without you by my side I don't want to live alone, hey God knows, got to make it on my own So, baby, can't you see? I've got to break free I've got to break free I want to break free, yeah I want, I want, I want, I want to break free","I want to break free I want to break free I want to break free from your lies You're so self satisfied, I don't need you I've got to break free God knows, God knows I want to break free I' ve fallen in love I've fallen in love for the first time And this time I know it's for real I've fallen in love, yeah God knows, God knows I've fallen in love It's strange, but it's true, yeah I can't get over the way you love me like you do But I have to be sure When I walk out that Oh door, how I want to be free, baby Oh, how I want to be free Oh, how I want to break free But life still goes on I can't get used to living without, living without Living without you by my side I don't want to live alone, hey God knows, got to make it on my own So, baby, can' t you see? I've got to break free I want to break free, yeah I want, I want, I want, I want to break free",https://www.letras.mus.br/queen/67840/
Dreams,Fleetwood Mac,"Now there you go again You say you want your freedom Well, who am I to keep you down? It's only right that you should Play the way you feel it But listen carefully to the sound Of your loneliness Like a heartbeat, drives you mad In the stillness of remembering what you had And what you lost And what you had And what you lost Thunder only happens when it's raining Players only love you when they're playing Say women they will come and they will go When the rain washes you clean, you'll know Now here I go again, I see the crystal visions I keep my visions to myself It's only me who wants to Wrap around your dreams and Have you any dreams you'd like to sell? Dreams of loneliness Like a heartbeat, drives you mad In the stillness of remembering what you had And what you lost And what you had And what you lost Thunder only happens when it's raining Players only love you when they're playing Women, they will come and they will go When the rain washes you clean, you'll know Thunder only happens when it's raining Players only love you when they're playing Say women they will come and they will go When the rain washes you clean, you'll know You'll know You will know Ooh, you'll know, ah, ah","Now there you go again You say you want your freedom Well, who am I to keep you down? It's only right that you should Play the way you feel it But listen carefully to the sound Of your loneliness Like a heartbeat, drives you mad In the stillness of remembering what you had And what you lost And what you had And what you lost Thunder only happens when it's raining Players only love you when they're playing Say women they will come and they will go When the rain washes you clean, you'll know Now here I go again, I see the crystal visions I keep my visions to myself It's only me who wants to Wrap around your dreams and Have you any dreams you'd like to sell? Dreams of loneliness Like a heartbeat, drives you mad In the stillness of remembering what you had And what you lost And what you had And what you lost Thunder only happens when it's raining Players only love you when they're playing Women, they will come and they will go When the rain washes you clean, you'll know Thunder only happens when it's raining Players only love you when they're playing Say women they will come and they will go When the rain washes you clean, you'll know You'll know You will know Ooh, you'll know, ah, ah",https://www.letras.mus.br/fleetwood-mac/14972/
Enter Sandman,Metallica,"Say your prayers, little one, don't forget, my son To include everyone I tuck you in, warm within, keep you free from sin 'Til the Sandman, he comes, ah Sleep with one eye open Gripping your pillow tight Exit light Enter night Take my hand We're off to Never-Neverland Something's wrong, shut the light, heavy thoughts tonight And they aren't of Snow White Dreams of war, dreams of liars, dreams of dragons' fire And of things that will bite, yeah Sleep with one eye open Gripping your pillow tight Exit light Enter night Take my hand We're off to Never-Neverland Yeah Now, I lay me down to sleep (now, I lay me down to sleep) Pray the Lord my soul to keep (pray the Lord my soul to keep) If I die before I wake (if I die before I wake) Pray the Lord my soul to take (pray the Lord my soul to take) Hush, little baby, don't say a word And never mind that noise you heard It's just the beasts under your bed In your closet, in your head Exit light Enter night Grain of sand Exit light Enter night Take my hand We're off to Never-Neverland Yeah Oh Yeah, yeah Whoa, oh (We're off to Never-Neverland) take my hand (We're off to Never-Neverland) take my hand (We're off to Never-Neverland) (We're off to Never-Neverland) (We're off to Never-Neverland) (We're off to Never-Neverland)","Say your prayers, little one, don't forget, my son To include everyone I tuck you in, warm within, keep you free from sin 'Til the Sandman, he comes, ah Sleep with one eye open Gripping your pillow tight Exit light Enter night Take my hand We're off to Never-Neverland Something's wrong, shut the light, heavy thoughts tonight And they aren't of Snow White Dreams of war, dreams of liars, dreams of dragons' fire And of things that will bite , yeah Sleep with one eye open Gripping your pillow tight Exit light Enter night Take my hand We're off to Never-Neverland Yeah Now, I lay me down to sleep (now, I lay me down to sleep) Pray the Lord my soul to keep (pray the Lord my soul to keep) If I die before I wake (if I die before I wake) Pray the Lord my soul to take (pray the Lord my soul to take) Hush, little baby, don't say a word And never mind that noise you heard It's just the beasts under your bed In your closet, in your head Exit light Enter night Grain of sand Exit light Enter night Take my hand We're off to Never-Neverland Yeah Oh Yeah, yeah Whoa, oh (We're off to Never-Neverland) take my hand (We're off to Never-Neverland) take my hand (We're off to Never-Neverland) (We're off to Never-Neverland) ( We're off to Never-Neverland) (We're off to Never-Neverland)",https://www.letras.mus.br/metallica/25943/
Payphone (feat. Wiz Khalifa),Maroon 5,"I'm at a payphone trying to call home All of my change I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? Yeah, I, I know it's hard to remember The people we used to be It's even harder to picture That you're not here next to me You say it's too late to make it But is it too late to try? And in or time that you wasted All of our bridges burned down I've wasted my nights You turned out the lights Now I'm paralyzed Still stuck in that time when we called it love But even the Sun sets in paradise I'm at a payphone trying to call home All of my change I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? If happy ever after did exist I would still be holding you like this All those fairy tales are full of shit One more fucking love song, I'll be sick Oh You turned your back on tomorrow 'Cause you forgot yesterday I gave you my love to borrow But you just gave it away You can't expect me to be fine I don't expect you to care I know I've said it before But all of our bridges burned down I've wasted my nights You turned out the lights Now I'm paralyzed Still stuck in that time when we called it love But even the Sun sets in paradise I'm at a payphone trying to call home All of my change I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? If happy ever after did exist I would still be holding you like this All those fairy tales are full of shit One more fucking love song, I'll be sick Now I'm at a payphone Man, fuck that shit I'll be out spending all this money while you sitting round Wondering why it wasn't you who came up from nothing Made it from the bottom Now when you see me I'm stunning And all of my cars start with a push of a button Telling me the chances I blew up Or whatever you call it Switch the number to my phone So you never could call it Don't need my name on my shirt You can tell it I'm ballin' Swish, what a shame, could have got picked Had a really good game, but you missed your last shot So you talk about who you see at the top Or what you could have saw But, sad to say, it's over for Phantom pulled valet open doors Wiz, like go away got what you was looking for Now it's me who they want So you can go and take that little piece of shit with you I'm at a payphone trying to call home All of my change I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? If happy ever after did exist I would still be holding you like this All those fairy tales are full of shit One more fucking love song, I'll be sick Now I'm at a payphone","I'm at a payphone trying to call home All of my change I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? Yeah, I, I know it's hard to remember The people we used to be It's even harder to picture That you're not here next to me You say it's too late to make it But is it too late to try? And in or time that you wasted All of our bridges burned down I've wasted my nights You turned out the lights Now I'm paralyzed Still stuck in that time when we called it love But even the Sun sets in paradise I'm at a payphone trying to call home All of my change I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? If happy ever after did exist I would still be holding you like this All those fairy tales are full of shit One more fucking love song, I'll be sick Oh You turned your back on tomorrow 'Cause you forgot yesterday I gave you my love to borrow But you just gave it away You can't expect me to be fine I don't expect you to care I know I've said it before But all of our bridges burned down I've wasted my nights You turned out the lights Now I'm paralyzed Still stuck in that time when we called it love But even the Sun sets in paradise I'm at a payphone trying to call home All of my change I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? If happy ever after did exist I would still be holding you like this All those fairy tales are full of shit One more fucking love song, I'll be sick Now I'm at a payphone Man, fuck that shit I'll be out spending all this money while you sitting round Wondering why it wasn't you who came up from nothing Made it from the bottom Now when you see me I'm stunning And all of my cars start with a push of a button Telling me the chances I blew up Or whatever you call it Switch the number to my phone So you never could call it Don't need my name on my shirt You can tell it I'm ballin' Swish, what a shame, could have got picked Had a really good game, but you missed your last shot So you talk about who you saw at the top Or what you could have seen But, sad to say, it's over for Phantom pulled valet open doors Wiz, like go away got what you were looking for for Now it's me who they want So you can go and take that little piece of shit with you I'm at a payphone trying to call home All of my change I spent on you Where have the times gone? Baby, it's all wrong Where are the plans we made for two? If happy ever after did exist I would still be holding you like this All those fairy tales are full of shit One more fucking love song, I'll be sick Now I'm at a payphone",https://www.letras.mus.br/maroon-5/payphone-ft-wiz-khalifa/
Time,Pink Floyd,"Ticking away the moments that make up a dull day Fritter and waste the hours in an offhand way Kicking around on a piece of ground in your hometown Waiting for someone or something to show you the way Tired of lying in the sunshine Staying home to watch the rain And you are young and life is long And there is time to kill today And then one day you find Ten years have got behind you No one told you when to run You missed the starting gun And you run and you run to catch up with the Sun But it's sinking Racing around to come up behind you again The Sun is the same, in a relative way But you're older Shorter of breath And one day closer to death Every year is getting shorter Never seem to find the time Plans that either come to naught Or half a page of scribbled lines (oh, oh) Hanging on in quiet desperation Is the English way The time is gone, the song is over Thought I'd something more to say Home, home again I like to be here when I can And when I come home, cold and tired It's good to warm my bones beside the fire Far away, across the field The tolling of the iron bell Calls the faithful to their knees To hear the softly spoken magic spells","Ticking away the moments that make up a dull day Fritter and waste the hours in an offhand way Kicking around on a piece of ground in your hometown Waiting for someone or something to show you the way Tired of lying in the sunshine Staying home to watch the rain And you are young and life is long And there is time to kill today And then one day you find Ten years have got behind you No one told you when to run You missed the starting gun And you run and you run to catch up with the Sun But it's sinking Racing around to come up behind you again The Sun is the same, in a relative way But you're older Shorter of breath And one day closer to death Every year is getting shorter Never seem to find the time Plans that either come to naughty Or half a page of scribbled lines (oh, oh) Hanging on in quiet desperation Is the English way The time is gone, the song is over Thought I'd something more to say Home, home again I like to be here when I can And when I come home, cold and tired It's good to warm my bones beside the fire Far away, across the field The tolling of the iron bell Calls the faithful to their knees To hear the softly spoken magic spells",https://www.letras.mus.br/pink-floyd/63078/
I Miss You,blink-182,"(I miss you, miss you) Hello, there The angel from my nightmare The shadow in the background of the morgue The unsuspecting victim of darkness in the valley We can live like Jack and Sally, if we want Where you can always find me And we'll have Halloween on Christmas And, in the night, we'll wish this never ends We'll wish this never ends (I miss you, miss you) (I miss you, miss you) Where are you? And I'm so sorry I cannot sleep, I cannot dream tonight I need somebody and always This sick, strange darkness Comes creeping on, so haunting every time And as I stared, I counted The webs from all the spiders Catching things and eating their insides Like indecision to call you And hear your voice of treason Will you come home and stop this pain tonight? Stop this pain tonight Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) (I miss you, miss you) (I miss you, miss you) (I miss you, miss you) (I miss you, miss you)","(I miss you, miss you) Hello, there The angel from my nightmare The shadow in the background of the morgue The unsuspecting victim of darkness in the valley We can live like Jack and Sally, if we want Where you can always find me And we'll have Halloween on Christmas And, in the night, we'll wish this never ends We'll wish this never ends (I miss you, miss you) (I miss you, miss you) Where are you? And I'm so sorry I cannot sleep, I cannot dream tonight I need somebody and always This sick, strange darkness Comes creeping on, so haunting every time And as I stared, I counted The webs from all the spiders Catching things and their insides Like indecision to call you And hear your voice of treason Will you come home and stop this pain tonight? Stop this pain tonight Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) Don't waste your time on me, you're already The voice inside my head (I miss you, miss you) (I miss you, miss you) (I miss you, miss you) (I miss you, miss you) (I miss you, miss you)",https://www.letras.mus.br/blink-182/76885/
Last Kiss,Pearl Jam,"Oh, where, oh, where can my baby be? The Lord took her away from me She's gone to heaven, so I got to be good So I can see my baby when I leave this world We were out on a date in my daddy's car We hadn't driven very far There in the road, straight up ahead A car was stalled, the engine was dead I couldn't stop, so I swerved to the right I'll never forget the sound that night The screaming tires, the busting glass The painful scream that I heard last Oh, where, oh, where can my baby be? The Lord took her away from me She's gone to heaven, so I got to be good So I can see my baby when I leave this world When I woke up, the rain was pouring down There were people standing all around Something warm running through my eyes But somehow I found my baby that night I lifted her head, she looked at me and said Hold me, darling, just a little while I held her close, I kissed her, our last kiss I found the love that I knew I would miss But now she's gone, even though I hold her tight I lost my love, my life, that night Oh, where, oh, where can my baby be? The Lord took her away from me She's gone to heaven, so I got to be good So I can see my baby when I leave this world Ooh, ooh, ooh","Oh, where, oh, where can my baby be? The Lord took her away from me She's gone to heaven, so I got to be good So I can see my baby when I leave this world We were out on a date in my daddy's car We hadn't driven very far There in the road , straight up ahead A car was stalled, the engine was dead I couldn't stop, so I swerved to the right I'll never forget the sound that night The screaming tires, the busting glass The painful scream that I heard last Oh, where, oh, where can my baby be? The Lord took her away from me She's gone to heaven, so I got to be good So I can see my baby when I leave this world When I woke up, the rain was pouring down There were people standing all around Something warm running through me eyes But somehow I found my baby that night I lifted her head, she looked at me and said Hold me, darling, just a little while I held her close, I kissed her, our last kiss I found the love that I knew I would miss But now she's gone, even though I hold her tight I lost my love, my life, that night Oh, where, oh, where can my baby be? The Lord took her away from me She's gone to heaven, so I got to be good So I can see my baby when I leave this world Ooh, ooh, ooh",https://www.letras.mus.br/pearl-jam/30320/
